"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"69","RT @NBCNews: Opinion | Ben Crump: President Trump's administration delayed putting Harriet Tubman on the $20 bill. If she were white, would…",FALSE,0,NA,NA,FALSE,NA,"1107793721888829446",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","JustLikeThis00",123,TRUE,FALSE,NA,NA
"70","RT @ewarren: Saudi Arabia has brutally crushed dissent—kidnapping, detaining, torturing its own citizens—even murdering Jamal Khashoggi, a…",FALSE,0,NA,NA,FALSE,NA,"1107793720089501698",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","NyxByNight",1070,TRUE,FALSE,NA,NA
"72","RT @RepMarkMeadows: Michael Cohen lied about seeking a pardon from President Trump. He lied about wanting to work in President Trump's admi…",FALSE,0,NA,NA,FALSE,NA,"1107793709003952129",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CoxGbcox3947",7153,TRUE,FALSE,NA,NA
"73","RT @RepMarkMeadows: Michael Cohen lied about seeking a pardon from President Trump. He lied about wanting to work in President Trump's admi…",FALSE,0,NA,NA,FALSE,NA,"1107793708571754497",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","clodluv59",7153,TRUE,FALSE,NA,NA
"74","RT @RepMarkMeadows: Michael Cohen lied about seeking a pardon from President Trump. He lied about wanting to work in President Trump's admi…",FALSE,0,NA,NA,FALSE,NA,"1107793700644630531",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","laineymel",7153,TRUE,FALSE,NA,NA
"75","RT @kazweida: Congrats to Donna Brazile for legitimizing a network that promotes propaganda for the Trump administration, perpetuates bigot…",FALSE,0,NA,NA,FALSE,NA,"1107793699524804610",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","barb_hill",1464,TRUE,FALSE,NA,NA
"76","RT @RepMarkMeadows: Michael Cohen lied about seeking a pardon from President Trump. He lied about wanting to work in President Trump's admi…",FALSE,0,NA,NA,FALSE,NA,"1107793697591169025",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Honey9933",7153,TRUE,FALSE,NA,NA
"77","RT @KhaledBeydoun: Why is Trump denying the rise in White Supremacy?  3 Primary Reasons.

1) He doesn't want to alienate a large segment of…",FALSE,0,NA,NA,FALSE,NA,"1107793693296209923",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","torkhan",539,TRUE,FALSE,NA,NA
"78","RT @TheBeatWithAri: .@AOC is using Instagram live to ""expose what she calls the Trump administration's effort to manipulate the census and…",FALSE,0,NA,NA,FALSE,NA,"1107793683015974920",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","CorinneAM",163,TRUE,FALSE,NA,NA
"80","RT @TheDemCoalition: ""His condition is getting worse, not better — and there are now fewer people in the administration able to contain the…",FALSE,0,NA,NA,FALSE,NA,"1107793673796939777",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","RandyHendrick10",929,TRUE,FALSE,NA,NA
"81","RT @ewarren: Saudi Arabia has brutally crushed dissent—kidnapping, detaining, torturing its own citizens—even murdering Jamal Khashoggi, a…",FALSE,0,NA,NA,FALSE,NA,"1107793672152715264",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","EarlyFaye",1070,TRUE,FALSE,NA,NA
"82","RT @thehill: Kellyanne Conway's husband suggests President Trump has at least two diagnosable personality disorders https://t.co/Lub2io2IuS…",FALSE,0,NA,NA,FALSE,NA,"1107793666612039681",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","packrat1201",104,TRUE,FALSE,NA,NA
"84","RT @KhaledBeydoun: Why is Trump denying the rise in White Supremacy?  3 Primary Reasons.

1) He doesn't want to alienate a large segment of…",FALSE,0,NA,NA,FALSE,NA,"1107793647934865410",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Wellness4You13",539,TRUE,FALSE,NA,NA
"85","RT @MissDiagnosis: AHMED: it is FALLACY to claim the #Trump administration is '#Islamophobic' -  On the anniversary of #Halabja and #Anfaal…",FALSE,0,NA,NA,FALSE,NA,"1107793634043269121",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","khbc2b75i",3623,TRUE,FALSE,NA,NA
"87","RT @HillaryClinton: An administration's budget says a lot about what—and, more importantly, who—it values. 

So let's talk about the Trump…",FALSE,0,NA,NA,FALSE,NA,"1107793617907863558",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","TeddyNews1",7432,TRUE,FALSE,NA,NA
"88","RT @RepMarkMeadows: Michael Cohen lied about seeking a pardon from President Trump. He lied about wanting to work in President Trump's admi…",FALSE,0,NA,NA,FALSE,NA,"1107793614204080128",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","REALMATHEW",7153,TRUE,FALSE,NA,NA
"89","RT @RepMarkMeadows: Michael Cohen lied about seeking a pardon from President Trump. He lied about wanting to work in President Trump's admi…",FALSE,0,NA,NA,FALSE,NA,"1107793611238899712",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Sawyernancy1",7153,TRUE,FALSE,NA,NA
"91","RT @EdKrassen: Socialism (n): ""economic and political theories advocating governmental ownership and administration of the means of product…",FALSE,0,NA,NA,FALSE,NA,"1107793597481533441",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","amstef17",162,TRUE,FALSE,NA,NA
"92","RT @ewarren: Saudi Arabia has brutally crushed dissent—kidnapping, detaining, torturing its own citizens—even murdering Jamal Khashoggi, a…",FALSE,0,NA,NA,FALSE,NA,"1107793590284156931",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Xenovim",1070,TRUE,FALSE,NA,NA
"94","RT @HillaryClinton: An administration's budget says a lot about what—and, more importantly, who—it values. 

So let's talk about the Trump…",FALSE,0,NA,NA,FALSE,NA,"1107793581538856960",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","ANTFACE1",7432,TRUE,FALSE,NA,NA
"95","RT @thehill: Kellyanne Conway's husband suggests President Trump has at least two diagnosable personality disorders https://t.co/Lub2io2IuS…",FALSE,0,NA,NA,FALSE,NA,"1107793577743126528",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","endmoronism",104,TRUE,FALSE,NA,NA
"96","RT @drawandstrike: Note that you're seeing a lot of Never Trump-influenced media suddenly shopping 'news' stories about chaos and 'internal…",FALSE,0,NA,NA,FALSE,NA,"1107793574706495490",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","R982507291",61,TRUE,FALSE,NA,NA
"97","RT @RepMarkMeadows: Michael Cohen lied about seeking a pardon from President Trump. He lied about wanting to work in President Trump's admi…",FALSE,0,NA,NA,FALSE,NA,"1107793571682439168",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JimBake15389028",7153,TRUE,FALSE,NA,NA
"98","RT @RepMarkMeadows: Michael Cohen lied about seeking a pardon from President Trump. He lied about wanting to work in President Trump's admi…",FALSE,0,NA,NA,FALSE,NA,"1107793555030974464",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SusanSt08942260",7153,TRUE,FALSE,NA,NA
"99","@GrantBubsey @kylegriffin1 @TheBeatWithAri I see your point, but until this administration taxes have always been r… https://t.co/VLzGJtVZkf",FALSE,0,"GrantBubsey",NA,TRUE,"1107787824886104064","1107793549280473089","2513739464","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SeizingMonkey",0,FALSE,FALSE,NA,NA
"100","RT @RepMarkMeadows: Michael Cohen lied about seeking a pardon from President Trump. He lied about wanting to work in President Trump's admi…",FALSE,0,NA,NA,FALSE,NA,"1107793546252349441",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Wynarris2",7153,TRUE,FALSE,NA,NA
"103","RT @drawandstrike: There's no internal war within the Trump administration to 'save' the Iran Nuclear Deal. 

This disinformation will get…",FALSE,0,NA,NA,FALSE,NA,"1107793539902119938",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sandinharry",197,TRUE,FALSE,NA,NA
"104","Opinion | Why has Trump's administration delayed putting Harriet Tubman on the $20 bill? https://t.co/WH999ulqPH",FALSE,1,NA,NA,FALSE,NA,"1107793536642998272",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","VanAggson",0,FALSE,FALSE,NA,NA
"105","RT @drawandstrike: There's no internal war within the Trump administration to 'save' the Iran Nuclear Deal. 

This disinformation will get…",FALSE,0,NA,NA,FALSE,NA,"1107793535837835265",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Cheryl4Trump",197,TRUE,FALSE,NA,NA
"106","RT @TheDemCoalition: ""His condition is getting worse, not better — and there are now fewer people in the administration able to contain the…",FALSE,0,NA,NA,FALSE,NA,"1107793528262938624",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BamjcastA",929,TRUE,FALSE,NA,NA
"107","RT @RepMarkMeadows: Michael Cohen lied about seeking a pardon from President Trump. He lied about wanting to work in President Trump's admi…",FALSE,0,NA,NA,FALSE,NA,"1107793526333464576",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SafariAdv",7153,TRUE,FALSE,NA,NA
"108","RT @ewarren: Saudi Arabia has brutally crushed dissent—kidnapping, detaining, torturing its own citizens—even murdering Jamal Khashoggi, a…",FALSE,0,NA,NA,FALSE,NA,"1107793525943517184",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","NReibstein",1070,TRUE,FALSE,NA,NA
"109","Even NYT had reported this:

Elliot Broidy was paid to lobby the Trump administration to end an investigation relat… https://t.co/6RE1nHbs90",FALSE,22,"BenKTallmadge",NA,TRUE,"1107790137398710274","1107793515948339201","3301847203","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BenKTallmadge",14,FALSE,FALSE,NA,NA
"111","@mommags2579 @TheRealMissGuy @Lrihendry @realDonaldTrump and when I say undereducated, I don't even mean higher edu… https://t.co/QXRxXxcT8s",FALSE,0,"Euchre_AFGC",NA,TRUE,"1107793161911451649","1107793510852382723","799876806195167232","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Euchre_AFGC",0,FALSE,FALSE,NA,NA
"112","RT @KhaledBeydoun: Why is Trump denying the rise in White Supremacy?  3 Primary Reasons.

1) He doesn't want to alienate a large segment of…",FALSE,0,NA,NA,FALSE,NA,"1107793510646738944",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","tyrazafar",539,TRUE,FALSE,NA,NA
"114","RT @ewarren: Saudi Arabia has brutally crushed dissent—kidnapping, detaining, torturing its own citizens—even murdering Jamal Khashoggi, a…",FALSE,0,NA,NA,FALSE,NA,"1107793504493801472",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DylanHunt2017",1070,TRUE,FALSE,NA,NA
"115","RT @KhaledBeydoun: Why is Trump denying the rise in White Supremacy?  3 Primary Reasons.

1) He doesn't want to alienate a large segment of…",FALSE,0,NA,NA,FALSE,NA,"1107793500098187264",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","joshuacrime",539,TRUE,FALSE,NA,NA
"116","RT @thehill: Trump admin requests over $85 billion for spy budget https://t.co/ggxeM38SZs https://t.co/zmBQ8dMtAW",FALSE,0,NA,NA,FALSE,NA,"1107793498541953024",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_IamAnita_D",71,TRUE,FALSE,NA,NA
"117","RT @HillaryClinton: An administration's budget says a lot about what—and, more importantly, who—it values. 

So let's talk about the Trump…",FALSE,0,NA,NA,FALSE,NA,"1107793496629485568",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Skallywag3",7432,TRUE,FALSE,NA,NA
"118","RT @thehill: Trump admin requests over $85 billion for spy budget https://t.co/ggxeM38SZs https://t.co/zmBQ8dMtAW",FALSE,0,NA,NA,FALSE,NA,"1107793495664672768",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ruffssketches",71,TRUE,FALSE,NA,NA
"119","RT @atrupar: TRUMP ADMINISTRATION: Everyone should read the white supremacist mass murderer’s manifesto in full 

ALSO TRUMP ADMIN: Nobody…",FALSE,0,NA,NA,FALSE,NA,"1107793487368474625",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jacobtwop",462,TRUE,FALSE,NA,NA
"120","RT @RepMarkMeadows: Michael Cohen lied about seeking a pardon from President Trump. He lied about wanting to work in President Trump's admi…",FALSE,0,NA,NA,FALSE,NA,"1107793481123155969",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LauraKonz",7153,TRUE,FALSE,NA,NA
"122","RT @krasi_grozev: “NATO’s solidarity clause is called Article 5, not Article F-35” https://t.co/sQbu9ahFC5 via @defenseone",FALSE,0,NA,NA,FALSE,NA,"1107793457060474882",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RODRIGORRC72",4,TRUE,FALSE,NA,NA
"123","RT @RepMarkMeadows: Michael Cohen lied about seeking a pardon from President Trump. He lied about wanting to work in President Trump's admi…",FALSE,0,NA,NA,FALSE,NA,"1107793456867364864",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Iron_Nail",7153,TRUE,FALSE,NA,NA
"126","RT @ewarren: Saudi Arabia has brutally crushed dissent—kidnapping, detaining, torturing its own citizens—even murdering Jamal Khashoggi, a…",FALSE,0,NA,NA,FALSE,NA,"1107793440983658496",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Intruderbill",1070,TRUE,FALSE,NA,NA
"127","RT @ChelseaClinton: The Trump administration's proposed rule change to Title X funding would restrict health care access, hurting millions…",FALSE,0,NA,NA,FALSE,NA,"1107793434264457216",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RenaudPatti",668,TRUE,FALSE,NA,NA
"128","Trump administration bars credentialed reporters from special conference call – and allows ‘faith-based... https://t.co/ShKBAYTqkB",FALSE,1,NA,NA,FALSE,NA,"1107793421035540481",NA,"<a href=""https://www.tumblr.com/"" rel=""nofollow"">Tumblr</a>","Blopezmiksdaddy",0,FALSE,FALSE,NA,NA
"129","RT @thehill: Kellyanne Conway's husband suggests President Trump has at least two diagnosable personality disorders https://t.co/Lub2io2IuS…",FALSE,0,NA,NA,FALSE,NA,"1107793418317713409",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","youcnbmywingman",104,TRUE,FALSE,NA,NA
"130","RT @thehill: Trump says he donates $100,000 from salary to DHS https://t.co/MqbX2abfFz https://t.co/yUoAS5ULhL",FALSE,0,NA,NA,FALSE,NA,"1107793411942293508",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KatGodspell",35,TRUE,FALSE,NA,NA
"131","RT @TheDemCoalition: ""His condition is getting worse, not better — and there are now fewer people in the administration able to contain the…",FALSE,0,NA,NA,FALSE,NA,"1107793404413411328",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","AgeofAquarius70",929,TRUE,FALSE,NA,NA
"133","RT @TheBeatWithAri: .@AOC is using Instagram live to ""expose what she calls the Trump administration's effort to manipulate the census and…",FALSE,0,NA,NA,FALSE,NA,"1107793387955109893",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Redpainter1",163,TRUE,FALSE,NA,NA
"134","RT @ewarren: Saudi Arabia has brutally crushed dissent—kidnapping, detaining, torturing its own citizens—even murdering Jamal Khashoggi, a…",FALSE,0,NA,NA,FALSE,NA,"1107793386109468675",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MidCoastResist",1070,TRUE,FALSE,NA,NA
"135","RT @TheBeatWithAri: .@AOC is using Instagram live to ""expose what she calls the Trump administration's effort to manipulate the census and…",FALSE,0,NA,NA,FALSE,NA,"1107793385148997632",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","McTestaInc",163,TRUE,FALSE,NA,NA
"136","RT @RepMarkMeadows: Michael Cohen lied about seeking a pardon from President Trump. He lied about wanting to work in President Trump's admi…",FALSE,0,NA,NA,FALSE,NA,"1107793382489968642",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DavidHo71425843",7153,TRUE,FALSE,NA,NA
"137","RT @ChelseaClinton: The Trump administration's proposed rule change to Title X funding would restrict health care access, hurting millions…",FALSE,0,NA,NA,FALSE,NA,"1107793377972621312",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","stemple_jim",668,TRUE,FALSE,NA,NA
"138","RT @EdKrassen: Socialism (n): ""economic and political theories advocating governmental ownership and administration of the means of product…",FALSE,0,NA,NA,FALSE,NA,"1107793374629777408",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","emilamotekun1",162,TRUE,FALSE,NA,NA
"139","RT @RepMarkMeadows: Michael Cohen lied about seeking a pardon from President Trump. He lied about wanting to work in President Trump's admi…",FALSE,0,NA,NA,FALSE,NA,"1107793370208854016",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","1NatOne",7153,TRUE,FALSE,NA,NA
"140","RT @RepMarkMeadows: Michael Cohen lied about seeking a pardon from President Trump. He lied about wanting to work in President Trump's admi…",FALSE,0,NA,NA,FALSE,NA,"1107793367440785408",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mattatinio",7153,TRUE,FALSE,NA,NA
"141","RT @DenbrotS: “..Trump administration has escalated its hostility toward human rights bodies including the apparent severing of relationshi…",FALSE,0,NA,NA,FALSE,NA,"1107793361623089153",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","emily_baker",41,TRUE,FALSE,NA,NA
"142","RT @TheDemCoalition: ""His condition is getting worse, not better — and there are now fewer people in the administration able to contain the…",FALSE,0,NA,NA,FALSE,NA,"1107793357021941760",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","darionavarro111",929,TRUE,FALSE,NA,NA
"143","RT @atrupar: TRUMP ADMINISTRATION: Everyone should read the white supremacist mass murderer’s manifesto in full 

ALSO TRUMP ADMIN: Nobody…",FALSE,0,NA,NA,FALSE,NA,"1107793356514455552",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LaraSeattle",462,TRUE,FALSE,NA,NA
"144","RT @RepMarkMeadows: Michael Cohen lied about seeking a pardon from President Trump. He lied about wanting to work in President Trump's admi…",FALSE,0,NA,NA,FALSE,NA,"1107793355700764673",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JDilo10",7153,TRUE,FALSE,NA,NA
"145","RT @EdKrassen: Socialism (n): ""economic and political theories advocating governmental ownership and administration of the means of product…",FALSE,0,NA,NA,FALSE,NA,"1107793349145055233",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RobertDevine8",162,TRUE,FALSE,NA,NA
