"","web_url","snippet","lead_paragraph","print_page","source","pub_date","document_type","news_desk","section_name","subsectoinName","type_of_material","_id","word_count","score","uri","headline.main","headline.kicker","headline.content_kicker","headline.print_headline","headline.name","headline.seo","headline.sub","byline.original","byline.organization"
"1","https://www.nytimes.com/2019/03/19/us/politics/steve-king-white-society.html","Representative Steve King of Iowa, already under fire for racism, fumbles his answer when asked at a town-hall-style meeting whether a white society is superior to a nonwhite society.","Representative Steve King of Iowa, already under fire for racism, fumbles his answer when asked at a town-hall-style meeting whether a white society is superior to a nonwhite society.","18","The New York Times","2019-03-19T21:37:49+0000","article","Washington","U.S.","Politics","News","5c91618649f0eacbf105defb",612,0,"nyt://article/f83cde0f-7c01-5234-8f5a-b2e34199e949","Asked Whether White Societies Are Superior, Steve King Demurs",NA,NA,"Given Chance to Disavow White Supremacy, Iowa Congressman Demurs",NA,NA,NA,"By CATIE EDMONDSON",NA
"2","https://www.nytimes.com/2019/03/20/us/politics/fed-rates.html","The Federal Reserve lowered its growth forecast to 2.1 percent this year, far less rosy than White House projections, as it detected signs of a slowing economy.","The Federal Reserve lowered its growth forecast to 2.1 percent this year, far less rosy than White House projections, as it detected signs of a slowing economy.","1","The New York Times","2019-03-20T09:00:02+0000","article","Washington","U.S.","Politics","News","5c92016d49f0eacbf105e03e",1443,0,"nyt://article/11afaddd-4dc7-569e-9453-f6bc50b2fbaf","Fed, Dimming Its Economic Outlook, Predicts No Rate Increases This Year",NA,NA,"Fed Downgrades Forecast, Leaving Rates Unchanged ",NA,NA,NA,"By JIM TANKERSLEY",NA
"3","https://www.nytimes.com/video/us/politics/100000006420678/trump-mccain-attacks.html","President Trump continued his criticism of the late Senator John McCain during a speech at a tank plant in Lima, Ohio, on Wednesday.","President Trump continued his criticism of the late Senator John McCain during a speech at a tank plant in Lima, Ohio, on Wednesday.",NA,"AP","2019-03-20T21:59:52+0000","multimedia","U.S. / Politics","U.S.","Politics","Video","5c92b83249f0eacbf105e275",218,0,"nyt://video/3ab8607c-78a4-583b-b1c7-1a53ce2097ae","Trump: McCain Was ‘Not My Kind of Guy’",NA,NA,NA,NA,NA,NA,"By THE ASSOCIATED PRESS","THE ASSOCIATED PRESS"
"4","https://www.nytimes.com/2019/03/19/us/politics/george-conway-kellyanne-conway.html","The president’s attack on George T. Conway III, the spouse of one of his closest advisers, came after Mr. Conway questioned his mental fitness.","The president’s attack on George T. Conway III, the spouse of one of his closest advisers, came after Mr. Conway questioned his mental fitness.","19","The New York Times","2019-03-19T17:48:06+0000","article","Washington","U.S.","Politics","News","5c912bb049f0eacbf105de50",1195,0,"nyt://article/f47deab1-2896-5f90-bda7-6b1b55ab7db3","Trump Has Two Words for Kellyanne Conway’s Husband: ‘Total Loser’",NA,NA,"President Calls Husband Of Adviser a ‘Total Loser’",NA,NA,NA,"By ANNIE KARNI",NA
"5","https://www.nytimes.com/video/us/politics/100000006416429/c-spans-first-televised-coverage-of-congress.html","C-Span first broadcast from the U.S. House of Representatives chamber on March 19, 1979, featuring Al Gore when he was a representative from Tennessee.","C-Span first broadcast from the U.S. House of Representatives chamber on March 19, 1979, featuring Al Gore when he was a representative from Tennessee.",NA,"The New York Times","2019-03-19T09:00:06+0000","multimedia","U.S. / Politics","U.S.","Politics","Video","5c90aff049f0eacbf105dcc9",220,0,"nyt://video/314887e1-6847-51af-90ca-802719e09fcc","C-Span’s First Televised Coverage of Congress",NA,NA,NA,NA,NA,NA,"By C-SPAN",NA
"6","https://www.nytimes.com/2019/03/19/theater/polish-theater-powszechny-poland-frljic-mein-kampf.html","The Powszechny Theater in Warsaw faced protests and acid attacks when it staged a play about the Catholic Church. Will its staging of “Mein Kampf” cause more uproar?","The Powszechny Theater in Warsaw faced protests and acid attacks when it staged a play about the Catholic Church. Will its staging of “Mein Kampf” cause more uproar?",NA,"The New York Times","2019-03-19T07:00:04+0000","article","Culture","Theater",NA,"News","5c9093cf49f0eacbf105dc84",1364,0,"nyt://article/ce8f391d-4540-5b8f-8a86-593df704e7e0","The Theater at the Forefront of Poland’s Culture Wars",NA,NA,"The Theater at the Forefront of Poland’s Culture Wars",NA,NA,NA,"By ALEX MARSHALL",NA
"7","https://www.nytimes.com/2019/03/19/opinion/letters/trump-twitter.html","After a weekend of dozens of tweets, some see signs that President Trump is increasingly mentally unbalanced.","After a weekend of dozens of tweets, some see signs that President Trump is increasingly mentally unbalanced.","26","The New York Times","2019-03-19T19:31:51+0000","article","Letters","Opinion","Letters","Letter","5c91440149f0eacbf105dea8",333,0,"nyt://article/c9fd14c1-d33b-56e9-b274-14ac13334147","After the Tweetstorm: Psychoanalyzing Trump","letters","letters","After the Tweetstorm: Psychoanalyzing Trump",NA,NA,NA,NA,NA
"8","https://www.nytimes.com/2019/03/19/business/media/cspan-live-anniversary.html","On March 19, 1979, C-Span went live with its first public broadcast. We talked to one of its chief executives about its push for transparency in Washington.","On March 19, 1979, C-Span went live with its first public broadcast. We talked to one of its chief executives about its push for transparency in Washington.","5","The New York Times","2019-03-19T09:00:18+0000","article","Express","Business","Media","News","5c90affd49f0eacbf105dcd6",1084,0,"nyt://article/bf58969c-c4d0-505b-a3eb-742507f75a6a","As C-Span Turns 40, a Top Executive Reflects on Bringing Cameras to Congress",NA,NA,"Bringing Government Into Your Living Room",NA,NA,NA,"By JULIA JACOBS",NA
"9","https://www.nytimes.com/2019/03/20/world/asia/rise-of-first-daughter-in-kazakhstan-fuels-talk-of-succession.html","Dariga Nazarbayeva boosted her chance of following her father as president, but a messy divorce and the lurid death of her former husband might get in the way.","Dariga Nazarbayeva boosted her chance of following her father as president, but a messy divorce and the lurid death of her former husband might get in the way.","6","The New York Times","2019-03-20T19:33:57+0000","article","Foreign","World","Asia Pacific","News","5c9295ff49f0eacbf105e225",749,0,"nyt://article/e32d21a4-74cc-5132-8094-97b89c75f8d7","Daughter of Departing Kazakhstan President May Succeed Him",NA,NA,"Rise of First Daughter in Kazakhstan Fuels Talk of Succession",NA,NA,NA,"By NEIL MacFARQUHAR",NA
"10","https://www.nytimes.com/video/us/politics/100000006420293/trump-isis-map.html","President Trump said on Wednesday that the Islamic State’s territory in Syria had virtually been wiped off the map since his election in 2016.","President Trump said on Wednesday that the Islamic State’s territory in Syria had virtually been wiped off the map since his election in 2016.",NA,"AP","2019-03-20T19:26:58+0000","multimedia","U.S. / Politics","U.S.","Politics","Video","5c92945c49f0eacbf105e216",105,0,"nyt://video/f5f45658-90a3-59df-81da-4412e2684823","Trump Shows a Map of ‘ISIS Now’",NA,NA,NA,NA,NA,NA,"By THE ASSOCIATED PRESS","THE ASSOCIATED PRESS"
"11","https://www.nytimes.com/2019/03/20/business/dealbook/ceo-political-donations.html","Nearly 58 percent of C.E.O.s gave over two thirds of their political donations to Republicans.","Nearly 58 percent of C.E.O.s gave over two thirds of their political donations to Republicans.",NA,"The New York Times","2019-03-20T10:37:41+0000","article","Business","Business","DealBook","News","5c92184e49f0eacbf105e09f",1975,0,"nyt://article/a83dc74b-7291-580c-855c-ab7c37b2538d","DealBook Briefing: C.E.O.s Vote Republican With Their Wallets",NA,NA,"DealBook Briefing: C.E.O.s Vote Republican With Their Wallets",NA,NA,NA,NA,NA
"12","https://www.nytimes.com/2019/03/20/opinion/beto-presidential-campaign.html","The advent of Beto O’Rourke’s presidential candidacy has Democrats arguing ferociously among themselves.","The advent of Beto O’Rourke’s presidential candidacy has Democrats arguing ferociously among themselves.",NA,"The New York Times","2019-03-20T10:00:04+0000","article","OpEd","Opinion",NA,"Op-Ed","5c920f7e49f0eacbf105e07e",2863,0,"nyt://article/34422ada-10ef-5ec5-967d-59c0fcc08552","Is Betomania Real or Phony?",NA,NA,"Is Betomania Real or Phony?",NA,NA,NA,"By THOMAS B. EDSALL",NA
"13","https://www.nytimes.com/2019/03/19/business/dealbook/executives-political-contributions.html","A Harvard study found that executives donate more heavily to Republicans. But the gap is surprising.","A Harvard study found that executives donate more heavily to Republicans. But the gap is surprising.","1","The New York Times","2019-03-19T07:00:05+0000","article","Business","Business","DealBook","News","5c9093cf49f0eacbf105dc85",1033,0,"nyt://article/e2b69f3e-5b32-5925-b218-7d564cef4719","How Executives Vote With Their Wallets","DealBook","DealBook","For G.O.P., Executives Dig Deep",NA,NA,NA,"By ANDREW ROSS SORKIN",NA
"14","https://www.nytimes.com/2019/03/20/world/europe/denmark-baby-parliament.html","A century of Danish advances for women met a barrier when a legislator was told by another female lawmaker that her baby had no place in Parliament, setting off a debate about gender politics.","A century of Danish advances for women met a barrier when a legislator was told by another female lawmaker that her baby had no place in Parliament, setting off a debate about gender politics.","8","The New York Times","2019-03-20T11:59:09+0000","article","Foreign","World","Europe","News","5c922b6749f0eacbf105e0d3",683,0,"nyt://article/f1228ed0-daa8-5095-874e-f7d24eba2e0a","No Babies in Parliament, Danish Lawmaker Is Told",NA,NA,"A Silent Baby in Parliament Sets Off a Danish Free-for-All",NA,NA,NA,"By MARTIN SELSOE SORENSEN",NA
"15","https://www.nytimes.com/2019/03/18/us/politics/elizabeth-warren-town-hall-electoral-college.html","The 2020 Democratic presidential candidate, campaigning in Mississippi, also called for the state to adopt a new flag that no longer has the Confederate battle flag emblem.","The 2020 Democratic presidential candidate, campaigning in Mississippi, also called for the state to adopt a new flag that no longer has the Confederate battle flag emblem.","14","The New York Times","2019-03-19T02:50:41+0000","article","Politics","U.S.","Politics","News","5c90595b49f0eacbf105dc2b",428,0,"nyt://article/90e73d82-d9fd-5442-906f-3a6b5dcfa3cb","Elizabeth Warren Calls for Ending Electoral College",NA,NA,"Warren Calls for End of Electoral College and Removal of Confederate Statues",NA,NA,NA,"By ASTEAD W. HERNDON",NA
"16","https://www.nytimes.com/2019/03/20/us/politics/trump-isis.html","President Trump updated an earlier assertion that the territory held by the group in Syria was “100 percent” reclaimed, despite reports of continuing fighting.","President Trump updated an earlier assertion that the territory held by the group in Syria was “100 percent” reclaimed, despite reports of continuing fighting.","6","The New York Times","2019-03-20T19:06:57+0000","article","Washington","U.S.","Politics","News","5c928fab49f0eacbf105e208",684,0,"nyt://article/063677ee-170e-5511-a5fa-d20b8f35696c","‘Gone by Tonight’: Trump, Maps in Hand, Predicts the Collapse of ISIS",NA,NA,"Maps Prove  ISIS Is Close  To Collapse,  Trump Says",NA,NA,NA,"By KATIE ROGERS and BEN HUBBARD",NA
"17","https://www.nytimes.com/2019/03/19/us/politics/immigrants-deported-custody-release.html","Immigrants convicted of some crimes may be detained even years after their release, the Supreme Court says; the law does not allow them to seek bail.","Immigrants convicted of some crimes may be detained even years after their release, the Supreme Court says; the law does not allow them to seek bail.","20","The New York Times","2019-03-19T16:20:29+0000","article","Washington","U.S.","Politics","News","5c91172749f0eacbf105de06",895,0,"nyt://article/d2fba060-5cb8-564a-9f9f-12730ca834e2","Immigrants Facing Deportation Must Be Detained After Release From Criminal Custody, Justices Rule",NA,NA,"Court Narrowly Backs Strict Reading of Law on the Detention of Immigrants",NA,NA,NA,"By ADAM LIPTAK",NA
"18","https://www.nytimes.com/2019/03/19/us/politics/trump-emoluments-lawsuit.html","A three-judge panel sharply questioned the legal basis for the suit alleging that the president’s profits from his luxury Washington hotel violate the Constitution’s anti-corruption clauses.","A three-judge panel sharply questioned the legal basis for the suit alleging that the president’s profits from his luxury Washington hotel violate the Constitution’s anti-corruption clauses.","18","The New York Times","2019-03-19T22:48:52+0000","article","Washington","U.S.","Politics","News","5c91722e49f0eacbf105df37",667,0,"nyt://article/1267b372-5223-548c-8759-9546ff6612a4","Appeals Court Judges Appear Skeptical of Emoluments Case Against Trump",NA,NA,"Court Panel Questions  Emoluments Challenge",NA,NA,NA,"By SHARON LaFRANIERE",NA
"19","https://www.nytimes.com/2019/03/19/opinion/netanyahu-israel-yair-lapid.html","Yair Lapid, Israel’s consummate centrist, explains why his party can unseat Israel’s prime minister.","Yair Lapid, Israel’s consummate centrist, explains why his party can unseat Israel’s prime minister.",NA,"The New York Times","2019-03-19T16:54:34+0000","article","OpEd","Opinion",NA,"Op-Ed","5c911f2449f0eacbf105de29",1671,0,"nyt://article/91b9e454-a3ba-5a4e-b3fb-d2f85a458d64","Can This Man Oust Netanyahu?",NA,NA,"Can This Man Oust Netanyahu?",NA,NA,NA,"By BARI WEISS",NA
"20","https://www.nytimes.com/2019/03/20/world/europe/theresa-may-brexit-european-union.html","As Britain’s political crisis deepens, the bloc agreed to an extension, but only if Parliament passes a withdrawal plan it has twice rejected.","As Britain’s political crisis deepens, the bloc agreed to an extension, but only if Parliament passes a withdrawal plan it has twice rejected.","9","The New York Times","2019-03-20T10:17:37+0000","article","Foreign","World","Europe","News","5c92139b49f0eacbf105e091",1400,0,"nyt://article/a027f52e-1c4c-5ef0-9dbb-4ea55f3a276c","E.U. Officials Agree to Brexit Delay, but With Conditions",NA,NA,"Brief Brexit Delay Wins E.U. Approval, Sort Of",NA,NA,NA,"By STEPHEN CASTLE",NA
"21","https://www.nytimes.com/2019/03/20/technology/andrew-yang-internet-democratic-primary.html","Mr. Yang’s presidential campaign has catapulted out of obscurity thanks in part to a devoted online following, including some fans he’d rather not have.","Mr. Yang’s presidential campaign has catapulted out of obscurity thanks in part to a devoted online following, including some fans he’d rather not have.","1","The New York Times","2019-03-20T17:51:46+0000","article","Business","Technology",NA,"News","5c927e0b49f0eacbf105e1e3",1281,0,"nyt://article/58245613-1192-5dd3-80a0-fa41729d8f7f","In Andrew Yang, the Internet Finds a Meme-Worthy Candidate",NA,NA,"Running for President, One Meme at a Time",NA,NA,NA,"By KEVIN ROOSE",NA
"22","https://www.nytimes.com/2019/03/20/world/europe/orban-epp.html","The move endangers the European Parliament’s most powerful political alliance — one that has shielded the Hungarian prime minister, Viktor Orban, as he has dismantled checks on his power.","The move endangers the European Parliament’s most powerful political alliance — one that has shielded the Hungarian prime minister, Viktor Orban, as he has dismantled checks on his power.","8","The New York Times","2019-03-20T20:41:00+0000","article","Foreign","World","Europe","News","5c92a5b649f0eacbf105e259",1282,0,"nyt://article/52b1e2b1-de72-53c7-a000-ab5155fc2865","Top E.U. Coalition Suspends Party Led by Orban, Hungary’s Leader",NA,NA,"Party of Hungary’s Autocratic Leader Is Suspended by Top E.U. Coalition",NA,NA,NA,"By MARC SANTORA and STEVEN ERLANGER",NA
"23","https://www.nytimes.com/2019/03/19/us/politics/john-mccain-trump.html","Asked about his criticism of Mr. McCain, who died in August, President Trump attacked the senator’s vote on repealing the Affordable Care Act.","Asked about his criticism of Mr. McCain, who died in August, President Trump attacked the senator’s vote on repealing the Affordable Care Act.","19","The New York Times","2019-03-19T17:54:29+0000","article","Washington","U.S.","Politics","News","5c912d2f49f0eacbf105de53",277,0,"nyt://article/de9d7522-2b9b-53d8-b517-38a8a3ec759b","Trump Again Attacks a Dead Senator: ‘I Never Will Be’ a Fan of John McCain",NA,NA,"An Old Grudge Against McCain Flares Up Anew",NA,NA,NA,"By EILEEN SULLIVAN",NA
"24","https://www.nytimes.com/video/us/politics/100000006418106/trump-mccain-video.html","President Trump responded to a reporter’s question Tuesday about his recent attacks on the late Senator John McCain, who died of brain cancer last year.","President Trump responded to a reporter’s question Tuesday about his recent attacks on the late Senator John McCain, who died of brain cancer last year.",NA,"The New York Times","2019-03-19T17:52:41+0000","multimedia","U.S. / Politics","U.S.","Politics","Video","5c912cc249f0eacbf105de52",129,0,"nyt://video/ac481c3a-50d5-5a13-8fb5-b81f3c55e5dd","Trump: ‘I Was Never a Fan of John McCain’",NA,NA,NA,NA,NA,NA,"By THE NEW YORK TIMES","The New York Times"
"25","https://www.nytimes.com/2019/03/19/us/politics/bolsonaro-trump.html","Jair Bolsonaro of Brazil is an echo of Trump: a brash nationalist whose populist appeal comes partly from his use of Twitter and his history of making crude statements.","Jair Bolsonaro of Brazil is an echo of Trump: a brash nationalist whose populist appeal comes partly from his use of Twitter and his history of making crude statements.","10","The New York Times","2019-03-19T16:57:13+0000","article","Washington","U.S.","Politics","News","5c911fc349f0eacbf105de2b",1373,0,"nyt://article/62da2655-b5e0-5a92-a227-8d41379e8059","For Trump, Brazil’s President Is Like Looking in the Mirror",NA,NA,"President Welcomes ‘Trump of the Tropics’ to White House",NA,NA,NA,"By MICHAEL D. SHEAR and MAGGIE HABERMAN",NA
"26","https://www.nytimes.com/2019/03/20/opinion/new-zealand-great-replacement.html","The New Zealand attacker wanted you to think white people face existential decline. They don’t.","The New Zealand attacker wanted you to think white people face existential decline. They don’t.",NA,"The New York Times","2019-03-20T19:00:03+0000","article","OpEd","Opinion",NA,"Op-Ed","5c928e0d49f0eacbf105e203",1191,0,"nyt://article/1631cd66-23fc-51fe-852b-1708c6b6258d","The White-Extinction Conspiracy Theory Is Bonkers",NA,NA,"The White-Extinction Conspiracy Theory Is Bonkers",NA,NA,NA,"By FARHAD MANJOO",NA
"27","https://www.nytimes.com/2019/03/20/opinion/letters/presidential-candidates.html","Readers discuss eloquence, bipartisanship, age and gender.","Readers discuss eloquence, bipartisanship, age and gender.","26","The New York Times","2019-03-20T17:28:51+0000","article","Letters","Opinion","Letters","Letter","5c9278ad49f0eacbf105e1d0",544,0,"nyt://article/087d4b9e-4ab3-5e4d-9dd4-2cc64037957f","The Qualities We Seek in a Candidate","letters","letters","The Qualities We Seek in a Candidate",NA,NA,NA,NA,NA
"28","https://www.nytimes.com/2019/03/20/us/howard-schultz-starbucks-seattle-supersonics.html","Mr. Schultz, a possible presidential contender, is best known for his wildly successful coffee company. But his time as an N.B.A. owner left a very different legacy.","Mr. Schultz, a possible presidential contender, is best known for his wildly successful coffee company. But his time as an N.B.A. owner left a very different legacy.","19","The New York Times","2019-03-20T19:44:08+0000","article","Investigative","U.S.",NA,"News","5c92986249f0eacbf105e232",1971,0,"nyt://article/83f454ec-827d-5ddd-8160-b05e6f90b447","For Clues to Howard Schultz’s Leadership, Look Beyond Starbucks",NA,NA,"Starbucks Is Just Part Of an Executive’s Path",NA,NA,NA,"By KIRK JOHNSON",NA
"29","https://www.nytimes.com/2019/03/20/world/europe/donald-trump-jr-brexit.html","In an op-ed for a British newspaper, President Trump’s eldest son said his father’s advice had been ignored and accused “European elites” of derailing the process.","In an op-ed for a British newspaper, President Trump’s eldest son said his father’s advice had been ignored and accused “European elites” of derailing the process.","9","The New York Times","2019-03-20T12:53:48+0000","article","Foreign","World","Europe","News","5c92383649f0eacbf105e0f7",591,0,"nyt://article/646780ee-5456-5fb5-8937-df17cdc69e84","Donald Trump Jr. Scolds Theresa May Over Brexit: ‘Was It All a Ruse?’",NA,NA,"Trump Jr. Sees Stalemate As Brussels Elites’ Work",NA,NA,NA,"By PALKO KARASZ",NA
"30","https://www.nytimes.com/2019/03/19/us/politics/trump-tax-cut-economic-forecast.html","White House forecasters say the economy would need more tax cuts, fewer regulations and an infrastructure plan to produce long-term 3 percent annual growth.","White House forecasters say the economy would need more tax cuts, fewer regulations and an infrastructure plan to produce long-term 3 percent annual growth.","1","The New York Times","2019-03-19T21:37:03+0000","article","Washington","U.S.","Politics","News","5c91615949f0eacbf105defa",910,0,"nyt://article/3179cee7-e0a2-5e83-a257-04257e000ba0","Trump’s Tax Cut Won’t Power the Growth He Predicts, Officials Concede",NA,NA,"Trump Advisers Concede His Tax Cut Falls Short",NA,NA,NA,"By JIM TANKERSLEY",NA
"31","https://www.nytimes.com/2019/03/18/world/australia/eggboy-donate-funds-christchurch-shooting.html","Will Connolly shot to fame after smashing an egg on an Australian politician who had blamed Muslims for the massacre. A GoFundMe campaign has raised of thousands of dollars","Will Connolly shot to fame after smashing an egg on an Australian politician who had blamed Muslims for the massacre. A GoFundMe campaign has raised of thousands of dollars",NA,"The New York Times","2019-03-19T03:25:36+0000","article","Foreign","World","Australia","News","5c90618a49f0eacbf105dc36",443,0,"nyt://article/2624959d-0efc-545e-8fa1-b103b7da0dcb","Money Raised for ‘Egg Boy’ Will Be Donated to New Zealand Victims",NA,NA,"Money Raised for ‘Egg Boy’ Will Be Donated to New Zealand Victims",NA,NA,NA,"By ISABELLA KWAI",NA
"32","https://www.nytimes.com/interactive/2019/03/20/us/politics/mueller-investigation-people-events.html","More than two years of criminal indictments and steady revelations about Trump campaign contacts with Russians reveal the scope of the special counsel investigation.","More than two years of criminal indictments and steady revelations about Trump campaign contacts with Russians reveal the scope of the special counsel investigation.",NA,"The New York Times","2019-03-20T09:00:02+0000","multimedia","U.S.","U.S.","Politics","Interactive Feature","5c92016e49f0eacbf105e040",0,0,"nyt://interactive/7f43322d-c0ba-5c81-8257-71d3835e2d0e","Mueller Report: Who and What the Special Counsel Investigated","",NA,NA,NA,NA,NA,"By LARRY BUCHANAN and KAREN YOURISH",NA
"33","https://www.nytimes.com/2019/03/20/us/politics/boeing-pentagon.html","Patrick M. Shanahan’s relationship with his former employers, and complaints that he disparaged Boeing competitors while at the Pentagon, have come under scrutiny.","Patrick M. Shanahan’s relationship with his former employers, and complaints that he disparaged Boeing competitors while at the Pentagon, have come under scrutiny.","10","The New York Times","2019-03-20T20:47:13+0000","article","Washington","U.S.","Politics","News","5c92a72b49f0eacbf105e25e",780,0,"nyt://article/86bb51e4-22bf-553f-be2e-3cf34fd43d27","Pentagon Opens Internal Inquiry of Acting Defense Chief’s Ties to Boeing",NA,NA,"Acting Chief  Of Pentagon  Faces Inquiry  Over Boeing",NA,NA,NA,"By HELENE COOPER and THOMAS GIBBONS-NEFF",NA
"34","https://www.nytimes.com/2019/03/19/opinion/jacinda-ardern-new-zealand.html","New Zealand’s prime minister is emerging as the progressive antithesis to right-wing strongmen like Trump, Orban and Modi, whose careers thrive on illiberal, anti-Muslim and anti-immigrant rhetoric.","New Zealand’s prime minister is emerging as the progressive antithesis to right-wing strongmen like Trump, Orban and Modi, whose careers thrive on illiberal, anti-Muslim and anti-immigrant rhetoric.",NA,"The New York Times","2019-03-19T17:23:52+0000","article","OpEd","Opinion",NA,"Op-Ed","5c91260249f0eacbf105de40",1135,0,"nyt://article/9f89d58f-5ad6-5093-881c-53f99cde1993","Why Jacinda Ardern Matters",NA,NA,"Why Jacinda Ardern Matters",NA,NA,NA,"By SUSHIL AARON",NA
"35","https://www.nytimes.com/2019/03/20/obituaries/elizabeth-peratrovich-overlooked.html","Peratrovich and her husband rallied Natives to ensure the passage of the 1945 Anti-Discrimination Act, the first anti-discrimination law in the United States.","Peratrovich and her husband rallied Natives to ensure the passage of the 1945 Anti-Discrimination Act, the first anti-discrimination law in the United States.","8","The New York Times","2019-03-20T21:43:42+0000","article","Obits","Obituaries",NA,"Obituary (Obit)","5c92b46849f0eacbf105e26c",1210,0,"nyt://article/5b9cae56-8223-5fbd-9ce6-15515d92e9b7","Overlooked No More: Elizabeth Peratrovich, Rights Advocate for Alaska Natives",NA,NA,"Elizabeth Peratrovich",NA,NA,NA,NA,NA
"36","https://www.nytimes.com/2019/03/20/opinion/democrats-immigration.html","Not so long ago, the party had a clear platform. It no longer does.","Not so long ago, the party had a clear platform. It no longer does.",NA,"The New York Times","2019-03-20T12:15:40+0000","article","OpEd","Opinion",NA,"Op-Ed","5c922f4549f0eacbf105e0dd",848,0,"nyt://article/53f11349-de6f-53c8-a7f0-698dcdb58417","The Democrats Are Confused on Immigration",NA,NA,"The Democrats Are Confused on Immigration",NA,NA,NA,"By DAVID LEONHARDT",NA
"37","https://www.nytimes.com/2019/03/19/world/asia/kazakhstan-nazarbayev-resigns.html","The autocratic leader said he was stepping down as president of the oil-rich former Soviet republic after 30 years to make way for the next generation.","The autocratic leader said he was stepping down as president of the oil-rich former Soviet republic after 30 years to make way for the next generation.","11","The New York Times","2019-03-19T14:25:31+0000","article","Foreign","World","Asia Pacific","News","5c90fc3549f0eacbf105dda0",809,0,"nyt://article/9812b6eb-4024-577b-a428-680bbc00b3b2","Longtime President of Kazakhstan Surprises Region by Resigning",NA,NA,"Longtime Leader of Kazakhstan Resigns, Surprising Region",NA,NA,NA,"By NEIL MacFARQUHAR",NA
"38","https://www.nytimes.com/2019/03/18/opinion/jared-kushner-ivanka-trump-corruption.html","A new book probes the Kushner family’s secrets.","A new book probes the Kushner family’s secrets.","26","The New York Times","2019-03-19T02:20:39+0000","article","OpEd","Opinion",NA,"Op-Ed","5c90525149f0eacbf105dc25",971,0,"nyt://article/cd49f40f-d66e-54ac-b4b2-bccd781d3546","Who Do Jared and Ivanka Think They Are?",NA,NA,"Who Do Jared and Ivanka Think They Are?",NA,NA,NA,"By MICHELLE GOLDBERG",NA
